PublishTime,ArticleTitle,ArticleAuthor,ArticleSubtitle,ArticleURL,ArticleKeywords,ArticleCategory
"January 30, 2019 at 07:00PM","At Sofra in Sunnyside, Turkish Food by a Master",Ligaya Mishan,"At this Queens restaurant, the service is gentle and attentive, and the food sets the mood: all comfort, from the sheep's head soup to the kebabs. |",https://www.nytimes.com/2019/01/31/dining/sofra-sunnyside-review.html?partner=IFTTT,"Restaurants, Turkish Food (Cuisine)",Food
"January 30, 2019 at 07:00PM",Federal Government to Seize More Control Over New York City Public Housing,"Benjamin Weiser, Luis Ferrã‰-Sadurnã, Glenn Thrush And J. David Goodman",Trump housing officials are expected to announce a new powerful monitor and the replacement of the chairman of the New York City Housing Authority. |,https://www.nytimes.com/2019/01/31/nyregion/hud-nycha-deal.html?partner=IFTTT,"Public and Subsidized Housing, Affordable Housing",New York
"January 30, 2019 at 07:00PM",Where the Food Sets the Mood,Ligaya Mishan,"At Sofra, a Turkish restaurant in Sunnyside, Queens, the atmosphere is all comfort, with gentle, attentive service. |",https://www.nytimes.com/slideshow/2019/01/31/dining/sofra-review-queens.html?partner=IFTTT,,Food
"January 30, 2019 at 07:00PM","Film Club: 'Why I'll Raise My Daughters to Be Strong, Not Polite'",Natalie Proulx,What does it mean to be a â€œstrong girlâ€ instead of a â€œgood girl?â€ |,https://www.nytimes.com/2019/01/31/learning/film-club-why-ill-raise-my-daughters-to-be-strong-not-polite.html?partner=IFTTT,,The Learning Network
"January 30, 2019 at 07:00PM","On This Valentine's Day, There Will Be No New Sweethearts (Candy)",Jacey Fortin,The Necco factory that manufactured the classic Sweethearts conversation candy hearts shut down last year. So how are we supposed to say â€œBe Mineâ€ in 2019? |,https://www.nytimes.com/2019/01/31/business/candy-hearts-valentines-day.html?partner=IFTTT,"Valentine's Day, Candy",Business
"January 30, 2019 at 07:00PM",A Small New England College Struggles to Survive,Jon Krakauer,Is there still room for unconventional schools like Hampshire College? |,https://www.nytimes.com/2019/01/31/opinion/higher-education-hampshire-college-.html?partner=IFTTT,"Endowments, Colleges and Universities, Shutdowns (Institutional)",Opinion
"January 30, 2019 at 07:00PM",Juan GuaidÃ³ Says Venezuelan Opposition Had Secret Talks With Military,Megan Specia And Nicholas Casey,"Mr. GuaidÃ³, the Venezuelan opposition leader, said in an opinion article that the support of key parts of the armed forces was critical to starting the transition away from the rule of NicolÃ¡s Maduro. |",https://www.nytimes.com/2019/01/31/world/americas/venezuelan-juan-guaido-military.html?partner=IFTTT,"Politics and Government, Defense and Military Forces",World
"January 30, 2019 at 07:00PM",Review: Philharmonic Ties New Threads to a Recent Premiere,Seth Colter Walls,The latest program in the orchestra's â€œSound Onâ€ series offered contemporary pieces related (in a way) to Julia Wolfe's â€œFire in my mouth.â€ |,https://www.nytimes.com/2019/01/31/arts/music/review-new-york-philharmonic-emanuel-ax.html?partner=IFTTT,Classical Music,Arts
"January 30, 2019 at 07:00PM",Howard Schultz Doesn't Understand American History,Jamelle Bouie,"The most effective third-party presidential candidates were polarizers, not centrists. |",https://www.nytimes.com/2019/01/31/opinion/columnists/howard-schultz-third-party-candidates.html?partner=IFTTT,"Third-Party Politics (US), Presidential Election of 2020, Politics and Government",Opinion
"January 30, 2019 at 07:00PM","What the '10-Year Challenge' Might Say About You, and Me",Steven Petrow,"It couldn't have been easier: Post an early profile photo on Facebook from 2009 next to a recent one â€” as proof positive of how you've aged or, miraculously, not aged. |",https://www.nytimes.com/2019/01/31/well/mind/10-year-challenge-facebook-instagram.html?partner=IFTTT,"Computers and the Internet, Social Media, Age, Chronological",Well
"January 30, 2019 at 07:00PM",Why Is Everyone Suddenly Talking About Michael Jackson?,Christopher R. Weingarten,"A new documentary, â€œLeaving Neverland,â€ focuses on the allegations of two men who say the pop superstar sexually abused them as children. |",https://www.nytimes.com/2019/01/31/arts/music/michael-jackson-leaving-neverland-accusations.html?partner=IFTTT,Child Abuse and Neglect,Arts
"January 30, 2019 at 07:00PM",The Crispiest Pork Is Also the Simplest,Alison Roman,"No pounding, no dredging, no deep-frying at home. Just Alison Roman's delicious crunchy pork chops, squeeze of lemon not optional. |",https://www.nytimes.com/2019/01/31/dining/pork-schnitzel-recipe.html?partner=IFTTT,"Cooking and Cookbooks, Pork",Food
"January 30, 2019 at 07:00PM","Leonard Dinnerstein, 84, Dies; Scholar of Anti-Semitism in U.S.",Sam Roberts,"He began his academic work with a seminal account of the 1915 lynching of Leo Frank, a Jewish factory manager in Georgia who was convicted of murder. |",https://www.nytimes.com/2019/01/31/obituaries/leonard-dinnerstein-84-dies.html?partner=IFTTT,Jews and Judaism,Obituaries
"January 30, 2019 at 07:00PM",Want to Stop Fake News? Pay for the Real Thing,David Chavern,"Google and Facebook should be allies of quality journalism, not its gravest threat. |",https://www.nytimes.com/2019/01/31/opinion/google-facebook-fake-news-journalism.html?partner=IFTTT,News and News Media,Opinion
"January 30, 2019 at 07:00PM",Super Bowl LIII Prediction: Our Pick Against the Spread,Benjamin Hoffman,"The Rams were Super Bowl contenders all season, but faith in the Patriots turned Sean McVay's team into underdogs. Can Los Angeles pull off an upset against the five-time champions? |",https://www.nytimes.com/2019/01/31/sports/super-bowl-liii-pick-prediction-los-angeles-rams-new-england-patriots.html?partner=IFTTT,"Football, Super Bowl",Sports
"January 30, 2019 at 07:00PM",What 9 Fighters Wore to a Boxing Gym in TriBeCa,John Ortved,The original Church Street Boxing appeals to a cosmopolitan array of amateur fighters and fit professionals. |,https://www.nytimes.com/2019/01/31/style/boxing-gym-tribeca-style.html?partner=IFTTT,"Boxing, Fashion and Apparel, Exercise",Style
"January 30, 2019 at 07:00PM",What Happened to Australia's Waterfront Hotel Restaurants?,Besha Rodell,Our critic searches for the magic of those venerable destinations with striking dining rooms and views. |,https://www.nytimes.com/2019/01/31/dining/australia-hotel-restaurants.html?partner=IFTTT,"Restaurants, Hotels and Travel Lodgings, Travel and Vacations",Food
"January 30, 2019 at 07:00PM",Teenagers Emerge as a Force in Climate Protests Across Europe,"Milan Schreuer, Elian Peltier And Christopher F. Schuetze",Tens of thousands of students are skipping school to take part in a growing movement. |,https://www.nytimes.com/2019/01/31/world/europe/climate-change-protests-students.html?partner=IFTTT,"Demonstrations, Protests and Riots, Yellow Vests Movement, Politics and Government",World
"January 30, 2019 at 07:00PM","What Students Are Saying About: How to Treat Robots, Being Resilient and 'Ghosting'",The Learning Network,The best recent teenage comments in response to our writing prompts â€” and an invitation to join the ongoing conversation. |,https://www.nytimes.com/2019/01/31/learning/what-students-are-saying-about-how-to-treat-robots-being-resilient-and-ghosting.html?partner=IFTTT,,The Learning Network
"January 30, 2019 at 07:00PM",I Wish I Was One of Your Mother's Old Boyfriends.' Oh Boy.,Philip Galanes,A reader wonders whether to tell Mom about Dad's dark feelings. |,https://www.nytimes.com/2019/01/31/style/mom-dad-old-boyfriend-jealousy.html?partner=IFTTT,"Customs, Etiquette and Manners",Style
"January 30, 2019 at 07:00PM",Chip Giant Intel Picks Interim Leader as Permanent C.E.O. After Long Search,Don Clark,Robert Swan takes the helm at a time when the Silicon Valley company is financially strong but facing questions about its future. |,https://www.nytimes.com/2019/01/31/technology/intel-ceo-robert-swan.html?partner=IFTTT,"Computer Chips, Appointments and Executive Changes, Company Reports",Technology
"January 30, 2019 at 07:00PM",University of Iowa Student Among the Dead After Midwestern Deep Freeze,Julie Bosman,"Gerald Belz, an 18-year-old who was studying to be a doctor, was found unconscious outside an academic building. He had visited his parents just days before. |",https://www.nytimes.com/2019/01/31/us/iowa-student-death.html?partner=IFTTT,Weather,U.S.
"January 31, 2019 at 07:00PM","Want Lasting Love? First, Take This Test",Lauren Apfel,"After her marriage unravels, a woman seeks answers in personality testing and the science of compatibility. |",https://www.nytimes.com/2019/02/01/style/modern-love-myers-briggs-personality-test.html?partner=IFTTT,"Tests and Examinations, Dating and Relationships, Love (Emotion), Computers and the Internet",Style
"January 31, 2019 at 07:00PM",Spurs Rally to Continue Home Dominance of Nets,The Associated Press,"A 117-114 defeat was the Nets' 16th consecutive loss in San Antonio, dating to 2002. In Los Angeles, LeBron James returned to the Lakers' lineup. |",https://www.nytimes.com/2019/02/01/sports/nba-nets-spurs-james.html?partner=IFTTT,Basketball,Sports
"January 31, 2019 at 07:00PM",Fact-Checking President Trump's Interview With The New York Times,Linda Qiu,"President Trump, in an interview with The New York Times, made numerous inaccurate statements about trade, the military and his border wall, among other topics. |",https://www.nytimes.com/2019/02/01/us/politics/trump-interview-fact-check.html?partner=IFTTT,"United States Politics and Government, Presidential Election of 2016",U.S.
"January 31, 2019 at 07:00PM",What's on TV Friday: 'The Lego Movie' and 'Velvet Buzzsaw',Gabe Cohn,â€œThe Lego Movieâ€ airs on TBS. And Jake Gyllenhaal plays a deep-pocketed art critic in the new Netflix thriller â€œVelvet Buzzsaw.â€ |,https://www.nytimes.com/2019/02/01/arts/television/whats-on-tv-friday-the-lego-movie-and-velvet-buzzsaw.html?partner=IFTTT,Movies,Arts
"January 31, 2019 at 07:00PM",On Politics: Trump Says Border Talks Are a 'Waste of Time',Unknown Author,"In a lengthy interview with The Times, the president also spoke on topics ranging from the Russia investigation to the 2020 election. |",https://www.nytimes.com/2019/02/01/us/politics/on-politics-trump-interview-border-wall.html?partner=IFTTT,United States Politics and Government,U.S.
"January 31, 2019 at 07:00PM",Excerpts From Trump's Interview With The Times,The New York Times,"President Trump spoke with The New York Times on Thursday, sitting down with two White House correspondents, Peter Baker and Maggie Haberman, and A.G. Sulzberger, the newspaper's publisher. |",https://www.nytimes.com/2019/02/01/us/politics/trump-interview-transcripts.html?partner=IFTTT,United States Politics and Government,U.S.
"January 31, 2019 at 07:00PM",Word + Quiz: plenary,The Learning Network,This word has appeared in 14 articles on NYTimes.com in the past year. |,https://www.nytimes.com/2019/02/01/learning/01WODLN.html?partner=IFTTT,,The Learning Network
"January 31, 2019 at 07:00PM","Apple Takes a Hit in China, and Workers There Feel the Pain",Ailin Tang,"Chinese factories, which have long made goods for the world, increasingly make stuff for the country's own middle class. When those spenders hold back, local workers can suffer. |",https://www.nytimes.com/2019/02/01/business/apple-china-iphone-jobs.html?partner=IFTTT,"Labor and Jobs, Wages and Salaries, Working Hours, International Trade and World Market",Business
"January 31, 2019 at 07:00PM","India Can Hide Unemployment Data, but Not the Truth",Kaushik Basu,The jobs situation may be even worse than was suspected. |,https://www.nytimes.com/2019/02/01/opinion/india-unemployment-jobs-blackout.html?partner=IFTTT,"Labor and Jobs, Politics and Government, Economic Conditions and Trends",Opinion
"January 31, 2019 at 07:00PM",Holiday Recipes,Natalie Proulx,What foods do you cook and eat to celebrate your favorite holidays? |,https://www.nytimes.com/2019/02/01/learning/holiday-recipes.html?partner=IFTTT,,The Learning Network
"January 31, 2019 at 07:00PM","At El Chapo's Trial, a Netflix Producer Is Taking Notes for Future 'Narcos' Episodes",Bruce Fretts,The showrunner for â€œNarcos: Mexicoâ€ doesn't rule out the possibility of an El Chapo spinoff series. |,https://www.nytimes.com/2019/02/01/nyregion/el-chapo-trial-narcos.html?partner=IFTTT,"Drug Cartels, Web-Original Programming",New York
"January 31, 2019 at 07:00PM",News Quiz: Test Your Knowledge of the Week's Headlines,Chris Stanford And Anna Schaverien,Did you stay up to date this week? |,https://www.nytimes.com/interactive/2019/02/01/briefing/01weeklynewsquiz.html?partner=IFTTT,,Briefing
"January 31, 2019 at 07:00PM","Learning With: 'Jackie Robinson Showed Me How to Fight On, Not Fight Back'",Jeremy Engle,What lessons can we learn from Jackie Robinson on his 100th Birthday? |,https://www.nytimes.com/2019/02/01/learning/learning-with-jackie-robinson-showed-me-how-to-fight-on-not-fight-back.html?partner=IFTTT,,The Learning Network
"January 31, 2019 at 07:00PM","From Harlem to Johannesburg, Photographing the Famous and the Unknown with Dignity and Respect",David Gonzalez,"For over fifty years and spanning several continents, Ozier Muhammad photographed celebrities, disasters and everyday people. |",https://www.nytimes.com/2019/02/01/lens/ozier-muhammad-harlem-johannesburg.html?partner=IFTTT,"Politics and Government, Blacks, Race and Ethnicity",Lens
"January 31, 2019 at 07:00PM",Has the Premier League Transfer Bubble Burst?,Rory Smith,A quiet January window is the best evidence that the league may have finally overcome its addiction to the short-term high of a lavish purchase. |,https://www.nytimes.com/2019/02/01/sports/premier-league-transfer-window.html?partner=IFTTT,Soccer,Sports
